,Parametro,Prob,,
23162,JUAN PABLO GALEANA SIN NUMERO,5.72E-06,,
23177,ANDADOR 17 (CALLE NO CORRESPONDE A COLONIA REFERIDA),5.72E-06,,
23176,AV INSURGENTES SUR 4360 EDF B DEP 001,5.72E-06,,
23175,GRANJAS MODERNAS,5.72E-06,,
2744,CALLE GENERAL ANAYA NUMERO 33,5.72E-06,,
23174,NORTE 157,5.72E-06,,
23172,DR. JIMENEZ DEL RIO,5.72E-06,,
2752,AVE DEL PARAISO LT 6,5.72E-06,,
23171,TACAMBARO,5.72E-06,,
23170,AVENIDA LEONARDO FLORES 30,5.72E-06,,
23169,NAPOLES Y AVENIDA DE LOS INSURGENTES,5.72E-06,,
23168,CUAUHNICOL,5.72E-06,,
23167,CATALINA BUENDIA 129B,5.72E-06,,
23166,PRIVADA PREPARATORIAS,5.72E-06,,
23163,VILLA GENERAL ROCA (LA COLONIA REFERIDA NO COINCIDE CON LA DE LOS HECHOS),5.72E-06,,
2754,EJE 3 ORIETE FRANCISCO DEL PASO Y TRONCOSO,5.72E-06,,
23145,CAZADORES DE MORELIA RETORNO 1 CASA 30,5.72E-06,,
2755,ROSA VENUS CASI ESQUINA AVENIDA SANTA LUCIA,5.72E-06,,
23159,CALLE 11 NUMERO 20,5.72E-06,,
23158,AVENIDA EL FORTIN NUMERO 34 ENTRADA B DPTO 404,5.72E-06,,
23157,CERRADA LAGO CHAIREL,5.72E-06,,
2756,AVENIDA PERIFERICO Y AVENIDA TLAHAUC,5.72E-06,,
2758,SANTA ANA NUMERO 280,5.72E-06,,
23154,"PARAJE CIENEGUILLAS, DEL PARQUE NACINAL LOS DINAMOS",5.72E-06,,
23153,DOCTOR  BALMIS,5.72E-06,,
23152,HCA ESC NAVAL MILITAR,5.72E-06,,
23151,MALITZINESTRELLA,5.72E-06,,
2760,BARTOLOME DE  OLMEDO,5.72E-06,,
23149,CALLE LUIS YUREM,5.72E-06,,
23148,VIOLETA COLONIA SANTA CRUCITA,5.72E-06,,
23147,VISTA HERMOSA XILINIMOCO NUMERO 35,5.72E-06,,
23102,NORTE 46A,5.72E-06,,
23100,AUTOMATIZACION,5.72E-06,,
23029,POPOTLA  Y   CASI ESQUINA PERIFERICO,5.72E-06,,
23049,INGENIEROS TOPOGRAFOS ESQUINA INGENIEROS GEOGRAFOS,5.72E-06,,
2804,PRIV. LAS MERCEDES,5.72E-06,,
23061,AV.  TECAMACHALCO,5.72E-06,,
2806,CERRADA PENSAMIENTO,5.72E-06,,
2807,ANGEL MAZON,5.72E-06,,
23060,AV.  RIO MIXCOA,5.72E-06,,
23059,CALLE  POPOTLA   CASI ESQUINA  PERIFERICO,5.72E-06,,
2809,AV. VIADUCTO MIGUEL ALEMAN,5.72E-06,,
23057,MIGUEL  DE CERVANTES  SAAVEDRA,5.72E-06,,
23056,ALDAMA NUMERO 27,5.72E-06,,
23055,FRANCISCO COSSIO ROBELO MZ. 19 LT. 12  NUMERO 100,5.72E-06,,
23054,CALZADA IGNACIO ZARAGOZA 2980 EDIF. F-5 DPTO 204,5.72E-06,,
23053,CALLEJON DEL OLVIDO,5.72E-06,,
23051,DE GUADALUPE,5.72E-06,,
23050,CALLE 1519 FRENTE A EL NUMERO 14 EN LA COLONIA SAN JUAN DE ARAGON SEXTA SECCION,5.72E-06,,
23047,ROBERTO GAYOL ESQUINA FELIX CUEVAS,5.72E-06,,
23064,DIVISION DEL NORTE DIRECCION NORTE A SUR,5.72E-06,,
23046,BATALLONES ROJOS 205,5.72E-06,,
23045,CANAL DE MIRAMONTES   ESQUINA CON CALZADA DEL HUESO,5.72E-06,,
23044,"CERRADA DE THOMAS WILLSON,",5.72E-06,,
2812,LICENCIADO  JOSE URBANO  FONSECA,5.72E-06,,
23041,25 DE SEPTIEMBRE ANDADOR 2 LOTE 57 MANZANA 1,5.72E-06,,
23040,COHAHUILA,5.72E-06,,
23039,AVENIDA TLAHUAC NUMERO 4409 PLAZA PORTAL LOMAS ESTRELLA,5.72E-06,,
2820,GRAL VICTORIANO ZEPEDA,5.72E-06,,
23037,CERRADA DE ARROYO CLARO,5.72E-06,,
23036,LAGO TASIMAI,5.72E-06,,
2824,PERICU,5.72E-06,,
23034,RANCHO EL CAPULIN 53,5.72E-06,,
23033,BANQUETON MORELOS,5.72E-06,,
23031,RAFAEL HELIODORO  VALLE,5.72E-06,,
23063,CIRCUITO ESCOLAR (TORRE DE INGENIERIA),5.72E-06,,
2801,AV PARAISO,5.72E-06,,
23099,AMORES NUMERO 1651 DEPARTAMENTO 304,5.72E-06,,
23084,ANTIGUA CALZAD DE GUADALUPE,5.72E-06,,
2786,PLAZAS DE LA CONSTITUCION,5.72E-06,,
23097,CAMINO A SAN PEDRO MARTIR,5.72E-06,,
23096,APATLACO MANZANA 18 EDIFICIO 2 DEPTO A,5.72E-06,,
23095,"CALLE A, MANZANA 5",5.72E-06,,
23094,PROGRESO 3,5.72E-06,,
23093,SIN CALLES DEL SAP (XOLOTL),5.72E-06,,
23092,TETONGO,5.72E-06,,
23091,PESTALOZZI Y MIGUEL LAURENT,5.72E-06,,
23090,COLEGIO SAN CAMILO,5.72E-06,,
23089,AVENIDA   DIVISION DEL NORTE,5.72E-06,,
23088,VALERIANA,5.72E-06,,
23087,AV. RIFLEROS DE SAN LUIS POTOSI,5.72E-06,,
23086,AV. FORD (NO ESTA MARCADA),5.72E-06,,
2789,RIO SAN BUENAVENTURA ESQUINA CON  CALLE GERANIO,5.72E-06,,
23083,"ESTACION BALBUENA MZA 29, LT 6",5.72E-06,,
23065,AVENIDA TEXCOCO 1268,5.72E-06,,
2791,CALLE TORDO,5.72E-06,,
2796,INSURGENTES FRENTE METRO 18 DE MARZO,5.72E-06,,
23080,CALLEJON AQUILES SERDAN MANZANA 149 LOTE 23,5.72E-06,,
2797,PIE DEL MANINAL,5.72E-06,,
23077,PRIVADA SEGUNDA DE AVENIDA MEXICO NUMERO 2,5.72E-06,,
23075,PLAZA NECAXA NUM. 17,5.72E-06,,
2800,UNIDAD HABITACIONAL NEXTENGO,5.72E-06,,
23073,DOCTOR ZARRAGA,5.72E-06,,
23071,IGNACIO CRUCES,5.72E-06,,
23070,PASEO DE PIEDRA,5.72E-06,,
23069,INTERIOR DE METROBUS,5.72E-06,,
23068,JUAN ESCUTIA MANZANA 119 LOTE 43,5.72E-06,,
23067,AVENIDA LUIS YUREN JUNTO NUMERO 21,5.72E-06,,
23066,"CARRETERA PICACHO AJUSCO, KILOMETRO 7 Y MEDIO",5.72E-06,,
23178,HERERIA 11,5.72E-06,,
23179,FELIPE ANGELES FRANCISCO I MADERO,5.72E-06,,
2742,RETORNO 12 DR. NICOLAS LEON,5.72E-06,,
2679,AV.  DOLORES HIDALGO,5.72E-06,,
23275,PARQUE MARIA LUISA,5.72E-06,,
23274,PISTA DEL SOPE,5.72E-06,,
23273,DON REFUGIO,5.72E-06,,
23272,CERRO DE CUBILETE,5.72E-06,,
23271,CALLE ROSA DE CASTILLA,5.72E-06,,
23269,AV EJE CENTRAL,5.72E-06,,
23268,RAYMUNDO MONTOYA CARLON,5.72E-06,,
23267,CANAL PEDRO VELEZ,5.72E-06,,
23266,NELLEI CAMPOBELLO,5.72E-06,,
23265,SIN CALLES DEL SAP (TLAHUAC),5.72E-06,,
23264,FAUSTO ROMERO 74,5.72E-06,,
23263,"AUGUSTO RODIN, NUMERO 95",5.72E-06,,
23262,SANTA CLARA SIN NUMERO,5.72E-06,,
2678,CUAZONTLE,5.72E-06,,
2681,PILARES ESQUINA CHUPICUARO,5.72E-06,,
23277,FLOR DEL CAMPO,5.72E-06,,
23261,AVENIDAINSURGENTES,5.72E-06,,
23260,PROLINGACION LUCAS ALAMAN,5.72E-06,,
23259,309 Y CALLE 310,5.72E-06,,
23258,CALLE CECILIO ROBELO ESQUINA LAZARO PAVIA,5.72E-06,,
23257,CALLE 15 DE ENERO DE 1876,5.72E-06,,
23256,BRIGADA DE LA MADRID,5.72E-06,,
23255,CERRADA DE IGNACIO ALLENDE,5.72E-06,,
23254,CONSTITUCION Y FILLA FELICHE,5.72E-06,,
23253,PRIVADA DE  MOXELOTLE,5.72E-06,,
23252,ENRIQUE TORRES CLADERON 1,5.72E-06,,
23251,ANDADOR UNO DE FUERTE DE GUADALUPE (NO SE ENCUENTRAN LAS CALLES),5.72E-06,,
23250,RIO ATOLLAC  NUMERO 225 EDIFICIO 11 DEPARTAMENTO 6,5.72E-06,,
23249,CAMINO VIEJO A MIXCOAC 162,5.72E-06,,
23248,CALLE TENANGO,5.72E-06,,
23276,AV. SANTA ANITA 52,5.72E-06,,
23278,CALLEJON TLALOC 10,5.72E-06,,
2741,CARRETERA MEXICO-PACHUCA A LA ALTURA DEL KILOMETRO 9,5.72E-06,,
23296,ANDADOR  PASEO  DE LOS  DIOSES  AZTECAS    -CHANTICO-,5.72E-06,,
23310,CJON. HEROES DEL 57,5.72E-06,,
23308,PTE. 146,5.72E-06,,
23307,"AVENIDA FUERTE DE LORETO NUMERO 423, MANZANA D NORTE EDIFICIO 1 F DEPARTAMENTO 502",5.72E-06,,
2655,TERCERA CERRADA DE LAS AGUILAS,5.72E-06,,
2656,CARRASCO ( CJON ),5.72E-06,,
23305,1RO. MAYO,5.72E-06,,
23304,CARRTERA SAN BARTOLO CALLE TECMITITLA,5.72E-06,,
23303,REGINA #111,5.72E-06,,
23302,PASILLO 2 FRENTE AL LOCAL 79,5.72E-06,,
23301,CELESTINO PEREZ PEREZ 13,5.72E-06,,
23300,CAYAPOS,5.72E-06,,
23299,AV. GAVILÃN,5.72E-06,,
23298,MARIA DOLORES FRENTE AL ANDADOR  2 MZ. 88 LOTE 16,5.72E-06,,
2670,AV. INSURGENTES SUR (BBVA BANCOMER SUC HOTEL DE MEXICO),5.72E-06,,
23295,PROL. ALHELI,5.72E-06,,
23280,AVENIDA TLAHUAC NUMERO 6450,5.72E-06,,
23294,CERRADA DE PALMIRA ANZANA 139,5.72E-06,,
23293,CERRADA DE TARASCOS,5.72E-06,,
23292,AV. PACIFICO ESQ MIGUEL ANGEL DE QUEVEDO,5.72E-06,,
23291,A.V PATRIOTISMO,5.72E-06,,
23290,RETORNO 14 DE CECILIO ROBELO,5.72E-06,,
23288,AUTOPISTA  MEXICO PUEBLA,5.72E-06,,
23287,CAMINO A LA CANTERA EDIFICIO 4,5.72E-06,,
23286,TZIMIN Y AV. CELESTUN,5.72E-06,,
2675,AV.  11,5.72E-06,,
23284,AV SAN JERONIMO NUMERO 2629 TALLER ELECTRONICO ABC,5.72E-06,,
23283,AV. VERACRUZ NTE.,5.72E-06,,
23282,GUADALUPE I RAMIREZ JARDINES DEL SUR,5.72E-06,,
2676,RETORNO ELIAS F HURTADO,5.72E-06,,
23281,1  JESUS RODRIGUEZ,5.72E-06,,
23247,CALLE BALBOAS,5.72E-06,,
23246,JESUS GARCIA CORONA 140,5.72E-06,,
23245,AV. TLAHAUC,5.72E-06,,
2730,HEROES   INTERIOR DEL METRO GUERRERO EN EL PASILLO QUE VA DE LINEA 3 A LINEA B,5.72E-06,,
23207,CALZADA DE IGNACIO ZARAGOZA 58,5.72E-06,,
23206,LUIS CARACCI 37,5.72E-06,,
23205,SCHUBERT 150,5.72E-06,,
23204,RIO CHURUBUSCO A LA ALTURA DE CENTENARIO,5.72E-06,,
23203,RODRIGEZ SARO,5.72E-06,,
23202,EUGENIO AGUIRRE VENAVIDES,5.72E-06,,
23201,ESCOLLO AND.6 MZ: 10 LI:2,5.72E-06,,
23200,BASILENSES  FRENTE AL NUMERO 2,5.72E-06,,
23197,ANDADOR DAVID ALFARO SIQUEIROS,5.72E-06,,
2722,AVENIDA 12 (SAMUEL GOMPERS),5.72E-06,,
2723,PANTEON JARDIN,5.72E-06,,
23196,ORIENTE 247A FRENTE AL NUMERO 192,5.72E-06,,
2729,AVENIDA VIADUCTO MIGUEL ALEMAN NO. 705,5.72E-06,,
23195,GUADALUPE I RAMIREZ 25.,5.72E-06,,
23193,CALLE  41,5.72E-06,,
23244,METRO NOPALERA,5.72E-06,,
2732,JUAN C.  DORIA,5.72E-06,,
23190,CHIMALPOPOCA ARENAL 4A SECCION,5.72E-06,,
23189,SAN DIEGO 61,5.72E-06,,
23188,AVENIDA BENITO JUAREZ NO SABE NUMERO,5.72E-06,,
23187,JOAQUIN A. PEREZ NUMERO 24,5.72E-06,,
23186,"AV. SAN PABLO XALPA 434, EDIF. D-3 102",5.72E-06,,
2734,AVENA Y VAINILLA,5.72E-06,,
23185,INTERIOR DEL METRO CHAPULTEPEC,5.72E-06,,
23184,TOMAS VAZQUEZ 115,5.72E-06,,
23183,1a. CDA DE MEXICO-TACUBA,5.72E-06,,
2738,CALZADA DE TLALPAN Y AHORRO POSTAL,5.72E-06,,
23182,LAGO WAN 39.,5.72E-06,,
23181,ROSARIO CASTELLANOS 38b,5.72E-06,,
23180,"CALZADA DEL HUESO, LAS CAMPANAS",5.72E-06,,
23208,AVENIDA CAMARONES Y CUITLAHUAC,5.72E-06,,
23209,PROLONGACION DE AVENIDA TAXQUENA,5.72E-06,,
23210,OKLAHOMA 14,5.72E-06,,
23211,MANUEL ACUÃ?A  ENTRE 5 DE MAYO Y 2 DE ABRIL,5.72E-06,,
23243,AVENIDA HORACIO  ESQUINA CON PLATON,5.72E-06,,
23242,ANDADOR 12 (N O SE UBICA LA CALLE),5.72E-06,,
23241,CALZADA DE GUADALUPE NUMERO 150,5.72E-06,,
23240,CALZADA DE LOS TENORIOS COLONIA GRANJAS COAPA,5.72E-06,,
23239,AVENIDA MEXICO Y AVENIDA JESUS DEL MONTE,5.72E-06,,
23237,PROVIDENCIA NUMERO 121 EDIFICIO A-3 DEPTO 304,5.72E-06,,
2695,OTE. 180-A,5.72E-06,,
23236,TAMAGNO FRENTE AL NUMERO 195,5.72E-06,,
2698,CALZADA DE LOS TENORIOS 206,5.72E-06,,
23232,AVENIDA 23 ESQUINA CALLE 6,5.72E-06,,
23231,AV. MEXICO 5525,5.72E-06,,
23229,republica de brasil,5.72E-06,,
23228,SAN LORENZO 295,5.72E-06,,
23227,AVENIDA FRANCISCO J. MACIN,5.72E-06,,
23226,CALLE ROSA JAZMIN,5.72E-06,,
23225,SANSORES PEREZ,5.72E-06,,
23224,Dr. Enrique Gonzalez Martinez 131,5.72E-06,,
23223,SE IGNORAN CALLES,5.72E-06,,
23222,ANILLOPERIFERICO,5.72E-06,,
23221,606 SAN JUAN DE ARAGON 3A SECCION,5.72E-06,,
23220,CALLE TEYOL,5.72E-06,,
23219,XIDNI,5.72E-06,,
23218,RETORNO DE CONSTITUCION DE APATZINGAN,5.72E-06,,
23217,AVENIDA ARMADA DE MEXICO 5,5.72E-06,,
23216,AVENIDA MEXICO 26,5.72E-06,,
2704,CALZADA DE LEONES,5.72E-06,,
23214,"TECPAN NO. 11 INTERIOR 5  (SECTOR CLAVERIA, CUADRANTE 8)",5.72E-06,,
23212,FERNADO MONTES DE OCA,5.72E-06,,
2710,MAR DE BAFFI,5.72E-06,,
23030,DE ELSA,5.72E-06,,
23028,AILE ESQUINA XOCHIAPAN,5.72E-06,,
23312,CALLE CERRADA TERCERA DE ASTILLEROS,5.72E-06,,
2899,HACIENDA DE SANTA MARIA (NO ESTA MARCADA EN LA COLONIA),5.72E-06,,
22849,COLEGIO DE LA ENSENANZA,5.72E-06,,
22848,NOCHISTLAN,5.72E-06,,
2894,METRO CENTRO MEDICO (LINEA NUEVE COLOR CAFE),5.72E-06,,
22847,MARGARITAS 145,5.72E-06,,
22846,CUARTA CERRADA FRENTE AL NUMERO,5.72E-06,,
22845,BOSQUES DE TEJOCOTES NUMERO EXTERIOR,5.72E-06,,
22844,SUR 71A,5.72E-06,,
22843,GUADALUPE I. RAMIREZ ESQUINA 16 DE SEPTIEMBRE,5.72E-06,,
22842,INTERIOR DEL METROBUS VERTIZ,5.72E-06,,
22841,LOMAS DEL PEDREGAL,5.72E-06,,
2895,CALLE ADOLFO PRIETO,5.72E-06,,
22840,QUINTO CALLEJON DE MOCTEZUMA NUMERO 4,5.72E-06,,
22839,DIEZ ORIENTE,5.72E-06,,
2897,CALANDRIA   -NO ESTA MARCADA-,5.72E-06,,
22837,ARTIFICIOS (LA COLONIA DE RFERENCIA NO COINCIDE CON LA DEL RESULTADO DE LA BUSQUEDA),5.72E-06,,
22851,CALLE JUAN ESCUTIA MANZANA 116   LOTE 16,5.72E-06,,
22836,CALLE CANITO (LA CALLE DE REFERENCIA SE ENCUENTRA EN COLONIA INDISTINTA),5.72E-06,,
22835,PUERTO DE ALVARADO,5.72E-06,,
22834,CALLE 602,5.72E-06,,
22833,AV.ING.  EDUARDO MOLINA,5.72E-06,,
22832,CALLE CORUNUA,5.72E-06,,
22831,BOCHIL 172,5.72E-06,,
22828,METROBUS ALVARO OBREGON,5.72E-06,,
22826,VIADUCTO TLALPAN E INSURGENTES,5.72E-06,,
22824,ANDADOR PRADERA NUMERO 2 COL. EL TANQUE,5.72E-06,,
22822,"SOBRE AVENIDA EJE 3, ESQUINA CON AGUSTIN YANEZ",5.72E-06,,
2904,2A CERRADA DE LA PRESA,5.72E-06,,
22821,SECUNDARIA NUMERO 71 NARCIZO BASSOL,5.72E-06,,
2905,2A CDA DE GAVILAN,5.72E-06,,
22819,ENTRE EL PRIMER Y SEGUNDO PASILLO DE LA LETRA A,5.72E-06,,
22850,AVENIDA 531 ESQUINA CON LA AVENIDA 508,5.72E-06,,
22852,AVENIDA RIO CUNSULADO,5.72E-06,,
22817,PROLONGACION LUCAS ALAMAN Y CERRADA LUCAS ALAMAN,5.72E-06,,
22868,NTE. 54-A,5.72E-06,,
2878,EJE 8 SUR ERMITA IZTAPALAPA,5.72E-06,,
22882,DINAMO,5.72E-06,,
22881,CALLE ORIENTE 162,5.72E-06,,
22880,AVENIDA  COLONIA DEL VALLE,5.72E-06,,
22879,"AVENIDA CUITLAHUAC,",5.72E-06,,
2879,2a. CDA. DE CUAUHTEMOC,5.72E-06,,
22876,AVENIDA REVOLUCION ESQUINA CALLE REMBRANDT,5.72E-06,,
22875,DIVISION DEL NORTE 3016,5.72E-06,,
22874,AVENIDA SUR   -AV. SUR 12-,5.72E-06,,
2880,CAMINO A XOCHIMILCO,5.72E-06,,
22873,BECAL Y TEPAKAN,5.72E-06,,
22871,RAMON TORRES 388,5.72E-06,,
22870,GERARDO MURILLO,5.72E-06,,
22869,CERRADA PAPANTLA,5.72E-06,,
2887,APAXCO,5.72E-06,,
22853,SEGUNDA CERRADA DE CUHITLAHUAC,5.72E-06,,
22867,VISCAINAS,5.72E-06,,
22866,NOTE 70A,5.72E-06,,
22865,LADNA,5.72E-06,,
22864,JARDIN CENTERIO,5.72E-06,,
22863,CALLE PERSEO,5.72E-06,,
22862,JOSE LOPEZ PORTILLO 21,5.72E-06,,
22861,SORIANA PILARES,5.72E-06,,
22860,"ORIENTE 257,  EDIFICIO 6, MODULO 2",5.72E-06,,
22859,ANGEL RICO,5.72E-06,,
22858,CALLE  DE MONTIEL,5.72E-06,,
22856,JAVIER SOLIS MZ 120 LT 17,5.72E-06,,
2890,MOSQUETA (NO ESTA MARCADA EN LA COLONIA),5.72E-06,,
22855,CARRETERA FEDERAL A CUERNAVACA 5660,5.72E-06,,
2891,JAVIER ROJO GOMEZ Y CON SUR 20,5.72E-06,,
22818,AV TEZONTLE S/N,5.72E-06,,
22816,"DALIA NO. 1 ESQUINA ROBLE, INMUEBLE DE PLANTA BAJA Y PRIMER NIVEL",5.72E-06,,
23027,CALLE 543,5.72E-06,,
22765,DOCTOR ENRIQUE  GONZALEZ  MARTINEZ,5.72E-06,,
2930,11 A ORIENTE,5.72E-06,,
2936,CAMINO DE PENETRACION RANCHO VIEJO,5.72E-06,,
22775,SAN JOSE   -NO ESTA MARCADA-,5.72E-06,,
22774,CALLE PUERTO DE TAMPICO,5.72E-06,,
2937,EJE 01 UNO NORTE - RAYON - ESQUINA CON CALLE JESUS CARRANZA,5.72E-06,,
2939,ROBLE MIRADOR DEL VALLE,5.72E-06,,
22772,PUENTE NACIONAL NUM 34,5.72E-06,,
2940,4 OTE,5.72E-06,,
22770,MANUEL AGUIRRE BERLANGA,5.72E-06,,
22768,ORIENTE 235-C,5.72E-06,,
22767,VILLA NUEVA REYNA,5.72E-06,,
2947,GUADALCANAL,5.72E-06,,
2948,XOCOYOTE,5.72E-06,,
22766,CALLE ORIENTE 253,5.72E-06,,
22764,CALLE LUIS JASSO,5.72E-06,,
2929,PUENTE 75 A,5.72E-06,,
22763,HUECAMPOL,5.72E-06,,
22762,CALLE LAGO VALENCIA,5.72E-06,,
22761,CALLE 13 ANDADOR DE MARIQUITA SANCHEZ,5.72E-06,,
22759,AV. PENALTA,5.72E-06,,
2952,HN. CONGRESO DE LA UNION,5.72E-06,,
22758,AHUAHUITLA (AHUACATITLA),5.72E-06,,
22755,CALZADA ERMITA IZTAPALAPA (ERMITA BAJA),5.72E-06,,
22754,CALLE OTHON DE MENDIZABAL,5.72E-06,,
22752,29 DE OCTUBRE Y FLOR DE DELFINO,5.72E-06,,
22751,CALLE 7 (ROJO GOMEZ),5.72E-06,,
2959,MIRAMONTES    ESQUINA CON CALZADA DE LAS BOMBAS,5.72E-06,,
22749,CALZADA IGNACIOI ZARAGOZA,5.72E-06,,
22748,PRIV MIRASOL,5.72E-06,,
22747,VERACRUZANOS ENTRE MICHOACANOS Y TLAXCALTECAS,5.72E-06,,
22778,CERRADA PRESILLA,5.72E-06,,
22780,CALLE 712A,5.72E-06,,
22815,"MAR DE LA FECUNDIDAD MANZANA 47, LOTE",5.72E-06,,
2916,ANDADOR GILDA (NO ESTA MARCADA),5.72E-06,,
22813,CERRO VIGIA,5.72E-06,,
22812,ELISA ACUNA  Y ROSSETI,5.72E-06,,
22811,PRIMERA CERRADA DE SANJERONIMO NUMERO 7,5.72E-06,,
2910,CALADA DE LA VIGA,5.72E-06,,
22810,PLUTARCO ELIAS CALLES 180 EDIFICIO I -6,5.72E-06,,
2913,CONGRESO DE LA  UNION  Y AVENIDA  MORELOS,5.72E-06,,
22808,CLUB AMERICA Y CALZADA ACOXPA,5.72E-06,,
22807,LUIS ZAMORA SIN NUMERO,5.72E-06,,
2914,BOLIVAR ENTRE 16 DE SEPTIEMBRE Y VENUSTIANO CARRANZA,5.72E-06,,
22805,GANADEROS CASI ESQUINA CON CALLE AVENA,5.72E-06,,
2915,PRUDENCIA GRIFEL,5.72E-06,,
22804,CAMINO OJO DE AGUA 252,5.72E-06,,
22803,"ECONOMISTA, NUMERO 90",5.72E-06,,
22802,PRIVADA DE JOSE MARTI,5.72E-06,,
22798,LINO MERINO NUMERO 428,5.72E-06,,
22781,CALZADA DE TLALPAN (BANCO HSBC HUIPULCO),5.72E-06,,
22797,LAS FLORES 10,5.72E-06,,
2919,1ER ANDADOR DE CANDELARIA PEREZ,5.72E-06,,
22796,VENTIZCA,5.72E-06,,
22795,AVENIDA ERMITA IZTAPALAPA ESQUINA CON CALLE REFORMA AERONAUTICA,5.72E-06,,
22794,CUAUHTEMOC NUMERO 49,5.72E-06,,
22793,CALZADA LEGARIA (NO COINCIDEN LOS PUNTOS SENALADOS),5.72E-06,,
2921,CENTRO DE ATENCION E INTERVENCION SOCIAL (CAIS) PLAZA DEL ESTUDIANTE SUR 65A,5.72E-06,,
2922,CAMINO A NATIVITAS (FRANCISCO GOYTIA),5.72E-06,,
2923,CALLE NORTE 64,5.72E-06,,
22787,CALZADA IGNACIO ZARAGHOZA CARRILES CENTRALE SY ESTACION DEL MESTRO AGRICOLA ORIENTAL,5.72E-06,,
22786,ANDADOR BUGAMBILIAS,5.72E-06,,
2928,GRAL. EULOGIO PARRA,5.72E-06,,
22784,3ERA CERRADA EDUCACION CIVICA    -NO ESTA MARCADA LA 3RA CERRADA-,5.72E-06,,
22783,CJON. JUAN BADIANO,5.72E-06,,
22884,"AVENIDA PERIFERIO,",5.72E-06,,
22885,CALLE  305,5.72E-06,,
22886,AVENIDA NORTE Y CALLE 4,5.72E-06,,
22974,AVENIDA ERMITA  ESQUINA RADAMES GARCIA,5.72E-06,,
22989,PROLONGACION HIGUERAS (NO SE UBICA LA CALLE),5.72E-06,,
22988,BLVD. ADOLFO LOPEZ MATEOS (TORRE ESMERALDA ),5.72E-06,,
2842,RINCON DEL PUENTE,5.72E-06,,
22986,5A CERRADA DE CHIQUIHUITE,5.72E-06,,
22985,RIO CHURUBUSCO EJE 4 ORIENTE,5.72E-06,,
22984,AVENIDA TOLUCA 10,5.72E-06,,
22983,PARAJE TECOLOCUAHUTITLA SEGUNDA SECCION Y ENTRE CERRITOS,5.72E-06,,
22982,AVENIDA TLAHUAC (ESTACION ZAPOTITLAN),5.72E-06,,
22981,GRAVADORES,5.72E-06,,
22979,CALLE FRANCOS,5.72E-06,,
22978,AVENIDA TOXTLI     -CALLE TOCHTLI-,5.72E-06,,
22977,CALLES DE HAMBURGO,5.72E-06,,
22976,CUARTA CERRADA DE MANUELA CANIZARES,5.72E-06,,
22975,PLAZA SIRENAS NUM 5,5.72E-06,,
22973,AVENIDA TALHUAC CHALCO,5.72E-06,,
22991,JOSE VASCONCELOS (CTO. INTERIOR),5.72E-06,,
22972,GLORIETA DE LA IGLESIA,5.72E-06,,
22971,AVENIDA DEL ARBOL (PALMILLA),5.72E-06,,
2846,ZAVALA ESQUINA CON AVENIDA CIRCUNVALACION,5.72E-06,,
22969,MADRID Y AVENIDA MEXICO,5.72E-06,,
22966,PUERTO BARRIOS,5.72E-06,,
22965,FLORICULTOR 52,5.72E-06,,
22964,AND. DEL ANGEL,5.72E-06,,
22963,CERRADA MOCTEZUMA,5.72E-06,,
22962,CALLE 6 DE ENERO,5.72E-06,,
22961,CALZADA DE LAS  BOMBAS  117,5.72E-06,,
22960,AVENIDA TLAHUAC TULYEHUALCO NUMERO 8481,5.72E-06,,
22959,AVENIDA EJE 3 FRENTE AL 334,5.72E-06,,
22958,CALLEJON DE ESTANQUILLO,5.72E-06,,
22957,JOSE MANUEL HERRERA   -NO ESTA MARCADA-,5.72E-06,,
22990,KILOMETRO 15 DE CARRETERA XOCHIMILCO OAXTEPEC (CUAUHTEMOC),5.72E-06,,
22992,AVENIDA BATALLONES ROJOS,5.72E-06,,
22887,AGRICOLA PANTITLAN,5.72E-06,,
23011,PARAJE METENCO,5.72E-06,,
23026,PASEO DE LOS PIRULES,5.72E-06,,
23025,TUBURCIO SANCHEZ DE LA BARQUERA,5.72E-06,,
23024,PTO. YUCALTEPEN,5.72E-06,,
2825,TINTORETO 45  INT.  201,5.72E-06,,
23022,"CARRETERA DE CUOTA MEXICO CUERNAVACA, 200 MTS ANTES DE LA CASETA",5.72E-06,,
2826,CALPULLI MZ. 43 LT. 43,5.72E-06,,
23019,RETORNO EMMA,5.72E-06,,
23018,"CALLEJON PEDRO DE GANTE  ESQUINA CON ALLENDE, COL. SAN ANTONIO TECOMITL, BARRIO CRUZTITLA",5.72E-06,,
23017,IZTACCIHUAL   Y NORTE 156,5.72E-06,,
23016,SIN CALLES DEL SAP (BACALAO),5.72E-06,,
23015,CALLE NORTE 56,5.72E-06,,
23014,CALLE   MATANZAS,5.72E-06,,
23013,PRIVADA ESTRELLA MANZANA 2 LOTE 8,5.72E-06,,
23012,CALZADA MEXICO TACUBA NUMERO 965 LOCAL 3,5.72E-06,,
23010,PRIVADA SAN FRANCISCO FIGURACO,5.72E-06,,
22993,SEGUNDA CERRADA DE LA PRIMAVERA,5.72E-06,,
23009,NORTE 44-A,5.72E-06,,
23007,SAN JUAN IZTACALA,5.72E-06,,
23005,AVENIDA AHUACATITLA,5.72E-06,,
23004,306,5.72E-06,,
23003,CALZADA DE TLALPAN TORIELLO GUERRA,5.72E-06,,
23002,LITOGRAFOS,5.72E-06,,
